Quarter,Geographical region,Country of nationality,"Total Family",Partner ,"Partner (for immediate settlement)",Child ,"Child (for immediate settlement)",Other ,"Other (for immediate settlement)"
2005 Q2,Africa North,Libya,18,18,0,0,0,0,0
2005 Q2,Europe Other,Liechtenstein,0,0,0,0,0,0,0
2005 Q2,EU 8,Lithuania,0,0,0,0,0,0,0
2005 Q2,EU 14,Luxembourg,0,0,0,0,0,0,0
2005 Q2,Asia East,Macau,2,2,0,0,0,0,0
2005 Q2,Europe Other,Macedonia,10,10,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Madagascar,2,1,1,0,0,0,0
2005 Q2,Africa Sub-Saharan,Malawi,29,17,1,0,8,3,0
2005 Q2,Asia South East,Malaysia,87,61,15,0,10,0,1
2005 Q2,Asia South,Maldives,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Mali,3,3,0,0,0,0,0
2005 Q2,EU Other,Malta,0,0,0,0,0,0,0
2005 Q2,Oceania,Marshall Islands,0,0,0,0,0,0,0
2005 Q2,America Central and South,Martinique,0,0,0,0,0,0,0
2005 Q2,Africa North,Mauritania,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Mauritius,93,72,9,0,12,0,0
2005 Q2,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0
2005 Q2,America Central and South,Mexico,41,39,2,0,0,0,0
2005 Q2,Oceania,Micronesia,0,0,0,0,0,0,0
2005 Q2,Europe Other,Moldova,20,10,5,0,4,0,1
2005 Q2,Europe Other,Monaco,0,0,0,0,0,0,0
2005 Q2,Asia East,Mongolia,5,5,0,0,0,0,0
2005 Q2,Europe Other,Montenegro,z,z,z,z,z,z,z
2005 Q2,Other,Montserrat (British),0,0,0,0,0,0,0
2005 Q2,Africa North,Morocco,149,149,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Mozambique,2,2,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Namibia,3,3,0,0,0,0,0
2005 Q2,Oceania,Nauru,0,0,0,0,0,0,0
2005 Q2,Asia South,Nepal,"1,218",46,221,1,406,25,519
2005 Q2,EU 14,Netherlands,0,0,0,0,0,0,0
2005 Q2,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0
2005 Q2,Oceania,New Caledonia,0,0,0,0,0,0,0
2005 Q2,Oceania,New Zealand,194,122,55,0,16,0,1
2005 Q2,America Central and South,Nicaragua,1,1,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Niger,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Nigeria,353,276,9,0,62,0,6
2005 Q2,Oceania,Niue,0,0,0,0,0,0,0
2005 Q2,Oceania,Norfolk Island,0,0,0,0,0,0,0
2005 Q2,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0
2005 Q2,Europe Other,Norway,0,0,0,0,0,0,0
2005 Q2,Middle East,Occupied Palestinian Territories,13,9,0,0,0,4,0
2005 Q2,Middle East,Oman,1,1,0,0,0,0,0
2005 Q2,Other,Other and unknown,27,9,1,0,10,7,0
2005 Q2,Asia South,Pakistan,"2,352","2,241",17,1,27,49,17
2005 Q2,Oceania,Palau,0,0,0,0,0,0,0
2005 Q2,America Central and South,Panama,3,3,0,0,0,0,0
2005 Q2,Oceania,Papua New Guinea,3,1,1,0,1,0,0
2005 Q2,America Central and South,Paraguay,2,2,0,0,0,0,0
2005 Q2,America Central and South,Peru,44,36,5,0,3,0,0
2005 Q2,Asia South East,Philippines,314,198,17,1,97,0,1
2005 Q2,Other,Pitcairn Islands (British),0,0,0,0,0,0,0
2005 Q2,EU 8,Poland,0,0,0,0,0,0,0
2005 Q2,EU 14,Portugal,0,0,0,0,0,0,0
2005 Q2,America North,Puerto Rico,0,0,0,0,0,0,0
2005 Q2,Middle East,Qatar,0,0,0,0,0,0,0
2005 Q2,Other,Refugee,2,2,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0
2005 Q2,EU 2,Romania,105,101,3,0,0,0,1
2005 Q2,Europe Other,Russia,226,202,6,2,6,0,10
2005 Q2,Africa Sub-Saharan,Rwanda,4,1,0,0,0,3,0
2005 Q2,Oceania,Samoa,1,1,0,0,0,0,0
2005 Q2,Europe Other,San Marino,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0
2005 Q2,Middle East,Saudi Arabia,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Senegal,9,8,0,0,0,1,0
2005 Q2,Europe Other,Serbia,z,z,z,z,z,z,z
2005 Q2,Europe Other,Serbia and Montenegro,110,95,1,0,7,6,1
2005 Q2,Africa Sub-Saharan,Seychelles,14,9,1,0,4,0,0
2005 Q2,Africa Sub-Saharan,Sierra Leone,61,24,0,1,15,19,2
2005 Q2,Asia South East,Singapore,26,17,9,0,0,0,0
2005 Q2,EU 8,Slovakia,0,0,0,0,0,0,0
2005 Q2,EU 8,Slovenia,0,0,0,0,0,0,0
2005 Q2,Oceania,Solomon Islands,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Somalia,"1,519",232,6,0,15,"1,030",236
2005 Q2,Africa Sub-Saharan,South Africa,518,293,149,0,67,0,9
2005 Q2,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2005 Q2,EU 14,Spain,0,0,0,0,0,0,0
2005 Q2,Asia South,Sri Lanka,383,257,3,1,7,91,24
2005 Q2,Other,St. Helena (British),0,0,0,0,0,0,0
2005 Q2,America Central and South,St. Kitts and Nevis,1,1,0,0,0,0,0
2005 Q2,America Central and South,St. Lucia,23,23,0,0,0,0,0
2005 Q2,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z,z,z
2005 Q2,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2005 Q2,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2005 Q2,America Central and South,St. Vincent and the Grenadines,5,5,0,0,0,0,0
2005 Q2,Other,Stateless,17,5,0,0,0,12,0
2005 Q2,Africa North,Sudan,76,33,3,0,0,38,2
2005 Q2,Africa Sub-Saharan,Sudan (South),z,z,z,z,z,z,z
2005 Q2,America Central and South,Surinam,0,0,0,0,0,0,0
2005 Q2,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Swaziland,4,1,2,0,1,0,0
2005 Q2,EU 14,Sweden,0,0,0,0,0,0,0
2005 Q2,Europe Other,Switzerland,0,0,0,0,0,0,0
2005 Q2,Middle East,Syria,27,17,2,0,0,8,0
2005 Q2,Asia East,Taiwan,32,26,5,0,1,0,0
2005 Q2,Asia Central,Tajikistan,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Tanzania,75,42,11,0,10,2,10
2005 Q2,Asia South East,Thailand,488,422,8,2,55,0,1
2005 Q2,Africa Sub-Saharan,Togo,2,0,0,0,0,2,0
2005 Q2,Oceania,Tokelau,0,0,0,0,0,0,0
2005 Q2,Oceania,Tonga,2,0,0,0,2,0,0
2005 Q2,America Central and South,Trinidad and Tobago,45,30,9,0,5,0,1
2005 Q2,Africa North,Tunisia,38,38,0,0,0,0,0
2005 Q2,Europe Other,Turkey,466,310,5,0,11,140,0
2005 Q2,Asia Central,Turkmenistan,0,0,0,0,0,0,0
2005 Q2,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2005 Q2,Oceania,Tuvalu,0,0,0,0,0,0,0
2005 Q2,Africa Sub-Saharan,Uganda,55,22,4,0,3,26,0
2005 Q2,Europe Other,Ukraine,126,119,3,0,3,0,1
2005 Q2,Middle East,United Arab Emirates,2,1,0,0,1,0,0
2005 Q2,America North,United States,836,654,135,0,47,0,0
2005 Q2,America Central and South,Uruguay,0,0,0,0,0,0,0
2005 Q2,Asia Central,Uzbekistan,10,8,1,0,1,0,0
2005 Q2,Oceania,Vanuatu,0,0,0,0,0,0,0
2005 Q2,Europe Other,Vatican City,0,0,0,0,0,0,0
2005 Q2,America Central and South,Venezuela,21,20,1,0,0,0,0
2005 Q2,Asia South East,Vietnam,38,38,0,0,0,0,0
2005 Q2,Other,Virgin Islands (British),0,0,0,0,0,0,0
2005 Q2,America North,Virgin Islands (US),0,0,0,0,0,0,0
2005 Q2,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2005 Q2,Africa North,Western Sahara,0,0,0,0,0,0,0
2005 Q2,Middle East,Yemen,121,78,1,0,28,7,7
2005 Q2,Africa Sub-Saharan,Zambia,25,13,1,0,10,0,1
2005 Q2,Africa Sub-Saharan,Zimbabwe,449,39,34,0,67,302,7
2005 Q3,*Total,*Total,"16,958","11,662",946,20,"1,288","1,644","1,398"
2005 Q3,Africa North,*Total Africa North,548,492,7,4,13,28,4
2005 Q3,Africa Sub-Saharan,*Total Africa Sub-Saharan,"3,119","1,285",261,0,488,937,148
2005 Q3,America North,*Total America North,"1,079",794,188,0,95,0,2
2005 Q3,America Central and South,*Total America Central and South,756,620,56,2,54,13,11
2005 Q3,Asia Central,*Total Asia Central,410,142,3,0,15,244,6
2005 Q3,Asia East,*Total Asia East,506,334,54,0,82,29,7
2005 Q3,Asia South,*Total Asia South,"6,593","4,976",92,4,232,117,"1,172"
2005 Q3,Asia South East,*Total Asia South East,971,812,33,2,106,17,1
2005 Q3,EU 14,*Total EU 14,0,0,0,0,0,0,0
2005 Q3,EU 2,*Total EU 2,212,191,4,0,13,2,2
2005 Q3,EU 8,*Total EU 8,1,1,0,0,0,0,0
2005 Q3,EU Other,*Total EU Other,41,32,6,0,3,0,0
2005 Q3,Europe Other,*Total Europe Other,"1,543","1,281",52,7,45,134,24
2005 Q3,Middle East,*Total Middle East,616,391,29,0,73,110,13
2005 Q3,Oceania,*Total Oceania,506,281,156,0,65,0,4
2005 Q3,Other,*Total Other,57,30,5,1,4,13,4
2005 Q3,Asia Central,Afghanistan,359,105,0,0,8,244,2
2005 Q3,Europe Other,Albania,469,432,0,0,8,29,0
2005 Q3,Africa North,Algeria,126,123,0,0,3,0,0
2005 Q3,Oceania,American Samoa,0,0,0,0,0,0,0
2005 Q3,Europe Other,Andorra,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Angola,1,1,0,0,0,0,0
2005 Q3,Other,Anguilla (British),0,0,0,0,0,0,0
2005 Q3,America Central and South,Antigua and Barbuda,4,4,0,0,0,0,0
2005 Q3,America Central and South,Argentina,21,17,4,0,0,0,0
2005 Q3,Europe Other,Armenia,11,3,5,1,0,0,2
2005 Q3,America Central and South,Aruba,0,0,0,0,0,0,0
2005 Q3,Oceania,Australia,359,197,114,0,44,0,4
2005 Q3,EU 14,Austria,0,0,0,0,0,0,0
2005 Q3,Europe Other,Azerbaijan,18,12,2,0,0,4,0
2005 Q3,America Central and South,"Bahamas, The",4,2,2,0,0,0,0
2005 Q3,Middle East,Bahrain,1,1,0,0,0,0,0
2005 Q3,Asia South,Bangladesh,945,919,4,0,17,2,3
2005 Q3,America Central and South,Barbados,9,9,0,0,0,0,0
2005 Q3,Europe Other,Belarus,33,29,1,0,0,2,1
2005 Q3,EU 14,Belgium,0,0,0,0,0,0,0
2005 Q3,America Central and South,Belize,5,4,1,0,0,0,0
2005 Q3,Africa Sub-Saharan,Benin,2,1,0,0,0,1,0
2005 Q3,Other,Bermuda (British),0,0,0,0,0,0,0
2005 Q3,Asia South,Bhutan,0,0,0,0,0,0,0
2005 Q3,America Central and South,Bolivia,17,4,10,0,3,0,0
2005 Q3,America Central and South,"Bonaire, Sint Eustatius and Saba",z,z,z,z,z,z,z
2005 Q3,Europe Other,Bosnia and Herzegovina,27,5,16,0,0,0,6
2005 Q3,Africa Sub-Saharan,Botswana,7,2,3,0,2,0,0
2005 Q3,America Central and South,Brazil,136,123,5,0,7,0,1
2005 Q3,Other,British overseas citizens,6,3,1,0,2,0,0
2005 Q3,Asia South East,Brunei,1,1,0,0,0,0,0
2005 Q3,EU 2,Bulgaria,76,65,4,0,7,0,0
2005 Q3,Africa Sub-Saharan,Burkina,3,0,0,0,0,3,0
2005 Q3,Asia South East,Burma,23,6,0,0,0,16,1
2005 Q3,Africa Sub-Saharan,Burundi,14,0,0,0,0,14,0
2005 Q3,Asia South East,Cambodia,6,5,0,0,1,0,0
2005 Q3,Africa Sub-Saharan,Cameroon,47,19,1,0,4,21,2
2005 Q3,America North,Canada,218,147,49,0,22,0,0
2005 Q3,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0
2005 Q3,Other,Cayman Islands (British),0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Chad,3,3,0,0,0,0,0
2005 Q3,America Central and South,Chile,10,8,1,0,1,0,0
2005 Q3,Asia East,China,264,146,24,0,62,27,5
2005 Q3,Oceania,Christmas Island,0,0,0,0,0,0,0
2005 Q3,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0
2005 Q3,America Central and South,Colombia,116,97,3,0,5,8,3
2005 Q3,Africa Sub-Saharan,Comoros,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Congo,11,5,0,0,3,3,0
2005 Q3,Africa Sub-Saharan,Congo (Democratic Republic),136,12,1,0,15,100,8
2005 Q3,Oceania,Cook Islands,0,0,0,0,0,0,0
2005 Q3,America Central and South,Costa Rica,2,2,0,0,0,0,0
2005 Q3,EU Other,Croatia,32,24,5,0,3,0,0
2005 Q3,America Central and South,Cuba,25,25,0,0,0,0,0
2005 Q3,America Central and South,Curacao,z,z,z,z,z,z,z
2005 Q3,EU Other,Cyprus,9,8,1,0,0,0,0
2005 Q3,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0
2005 Q3,EU 8,Czech Republic,0,0,0,0,0,0,0
2005 Q3,EU 14,Denmark,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Djibouti,3,3,0,0,0,0,0
2005 Q3,America Central and South,Dominica,5,5,0,0,0,0,0
2005 Q3,America Central and South,Dominican Republic,24,2,18,0,4,0,0
2005 Q3,Asia South East,East Timor,0,0,0,0,0,0,0
2005 Q3,America Central and South,Ecuador,32,27,0,0,0,5,0
2005 Q3,Africa North,Egypt,85,73,3,0,7,0,2
2005 Q3,America Central and South,El Salvador,2,2,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Equatorial Guinea,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Eritrea,17,4,1,0,0,12,0
2005 Q3,EU 8,Estonia,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Ethiopia,41,20,1,0,0,14,6
2005 Q3,Other,Falkland Islands (British),0,0,0,0,0,0,0
2005 Q3,Europe Other,Faroe Islands,0,0,0,0,0,0,0
2005 Q3,Oceania,Fiji,6,6,0,0,0,0,0
2005 Q3,EU 14,Finland,0,0,0,0,0,0,0
2005 Q3,Europe Other,Former Yugoslavia,z,z,z,z,z,z,z
2005 Q3,EU 14,France,0,0,0,0,0,0,0
2005 Q3,America Central and South,French Guiana,0,0,0,0,0,0,0
2005 Q3,Oceania,French Polynesia,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Gabon,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,"Gambia, The",89,75,0,0,14,0,0
2005 Q3,Europe Other,Georgia,19,6,1,0,0,12,0
2005 Q3,EU 14,Germany,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Ghana,261,190,1,0,70,0,0
2005 Q3,Other,Gibraltar (British),0,0,0,0,0,0,0
2005 Q3,EU 14,Greece,0,0,0,0,0,0,0
2005 Q3,Europe Other,Greenland,0,0,0,0,0,0,0
2005 Q3,America Central and South,Grenada,11,11,0,0,0,0,0
2005 Q3,America Central and South,Guadeloupe,0,0,0,0,0,0,0
2005 Q3,Oceania,Guam,0,0,0,0,0,0,0
2005 Q3,America Central and South,Guatemala,5,3,0,2,0,0,0
2005 Q3,Africa Sub-Saharan,Guinea,11,4,0,0,0,7,0
2005 Q3,Africa Sub-Saharan,Guinea-Bissau,0,0,0,0,0,0,0
2005 Q3,America Central and South,Guyana,19,15,1,0,2,0,1
2005 Q3,America Central and South,Haiti,0,0,0,0,0,0,0
2005 Q3,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0
2005 Q3,America Central and South,Honduras,2,2,0,0,0,0,0
2005 Q3,Asia East,Hong Kong,55,31,10,0,13,0,1
2005 Q3,EU 8,Hungary,0,0,0,0,0,0,0
2005 Q3,Europe Other,Iceland,0,0,0,0,0,0,0
2005 Q3,Asia South,India,"1,381","1,171",21,4,136,0,49
2005 Q3,Asia South East,Indonesia,46,34,3,0,9,0,0
2005 Q3,Middle East,Iran,172,82,6,0,4,74,6
2005 Q3,Middle East,Iraq,156,109,7,0,6,30,4
2005 Q3,EU 14,Ireland,0,0,0,0,0,0,0
2005 Q3,Middle East,Israel,56,39,9,0,8,0,0
2005 Q3,EU 14,Italy,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Ivory Coast,18,7,0,0,1,10,0
2005 Q3,America Central and South,Jamaica,133,102,2,0,24,0,5
2005 Q3,Asia East,Japan,127,107,13,0,6,0,1
2005 Q3,Middle East,Jordan,18,16,2,0,0,0,0
2005 Q3,Asia Central,Kazakhstan,18,17,1,0,0,0,0
2005 Q3,Africa Sub-Saharan,Kenya,137,87,15,0,29,2,4
2005 Q3,Oceania,Kiribati,0,0,0,0,0,0,0
2005 Q3,Asia East,Korea (North),2,1,0,0,1,0,0
2005 Q3,Asia East,Korea (South),28,26,2,0,0,0,0
2005 Q3,Europe Other,Kosovo,z,z,z,z,z,z,z
2005 Q3,Middle East,Kuwait,0,0,0,0,0,0,0
2005 Q3,Asia Central,Kyrgyzstan,9,3,0,0,2,0,4
2005 Q3,Asia South East,Laos,5,5,0,0,0,0,0
2005 Q3,EU 8,Latvia,1,1,0,0,0,0,0
2005 Q3,Middle East,Lebanon,65,48,1,0,15,0,1
2005 Q3,Africa Sub-Saharan,Lesotho,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Liberia,6,2,0,0,0,4,0
2005 Q3,Africa North,Libya,22,19,1,0,2,0,0
2005 Q3,Europe Other,Liechtenstein,0,0,0,0,0,0,0
2005 Q3,EU 8,Lithuania,0,0,0,0,0,0,0
2005 Q3,EU 14,Luxembourg,0,0,0,0,0,0,0
2005 Q3,Asia East,Macau,2,2,0,0,0,0,0
2005 Q3,Europe Other,Macedonia,16,16,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Madagascar,4,1,2,0,1,0,0
2005 Q3,Africa Sub-Saharan,Malawi,31,20,0,0,7,3,1
2005 Q3,Asia South East,Malaysia,63,55,6,0,2,0,0
2005 Q3,Asia South,Maldives,1,0,1,0,0,0,0
2005 Q3,Africa Sub-Saharan,Mali,0,0,0,0,0,0,0
2005 Q3,EU Other,Malta,0,0,0,0,0,0,0
2005 Q3,Oceania,Marshall Islands,0,0,0,0,0,0,0
2005 Q3,America Central and South,Martinique,0,0,0,0,0,0,0
2005 Q3,Africa North,Mauritania,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Mauritius,64,56,2,0,6,0,0
2005 Q3,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0
2005 Q3,America Central and South,Mexico,45,43,1,0,1,0,0
2005 Q3,Oceania,Micronesia,0,0,0,0,0,0,0
2005 Q3,Europe Other,Moldova,26,14,8,0,3,0,1
2005 Q3,Europe Other,Monaco,0,0,0,0,0,0,0
2005 Q3,Asia East,Mongolia,8,6,0,0,0,2,0
2005 Q3,Europe Other,Montenegro,z,z,z,z,z,z,z
2005 Q3,Other,Montserrat (British),0,0,0,0,0,0,0
2005 Q3,Africa North,Morocco,201,193,0,4,0,4,0
2005 Q3,Africa Sub-Saharan,Mozambique,3,1,1,0,0,1,0
2005 Q3,Africa Sub-Saharan,Namibia,10,9,1,0,0,0,0
2005 Q3,Oceania,Nauru,0,0,0,0,0,0,0
2005 Q3,Asia South,Nepal,"1,198",31,18,0,41,13,"1,095"
2005 Q3,EU 14,Netherlands,0,0,0,0,0,0,0
2005 Q3,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0
2005 Q3,Oceania,New Caledonia,0,0,0,0,0,0,0
2005 Q3,Oceania,New Zealand,141,78,42,0,21,0,0
2005 Q3,America Central and South,Nicaragua,1,1,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Niger,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Nigeria,292,235,11,0,38,0,8
2005 Q3,Oceania,Niue,0,0,0,0,0,0,0
2005 Q3,Oceania,Norfolk Island,0,0,0,0,0,0,0
2005 Q3,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0
2005 Q3,Europe Other,Norway,0,0,0,0,0,0,0
2005 Q3,Middle East,Occupied Palestinian Territories,13,9,0,0,0,4,0
2005 Q3,Middle East,Oman,2,1,1,0,0,0,0
2005 Q3,Other,Other and unknown,42,21,2,1,2,13,3
2005 Q3,Asia South,Pakistan,"2,807","2,672",25,0,32,64,14
2005 Q3,Oceania,Palau,0,0,0,0,0,0,0
2005 Q3,America Central and South,Panama,3,2,1,0,0,0,0
2005 Q3,Oceania,Papua New Guinea,0,0,0,0,0,0,0
2005 Q3,America Central and South,Paraguay,3,3,0,0,0,0,0
2005 Q3,America Central and South,Peru,29,24,2,0,3,0,0
2005 Q3,Asia South East,Philippines,301,235,6,0,59,1,0
2005 Q3,Other,Pitcairn Islands (British),0,0,0,0,0,0,0
2005 Q3,EU 8,Poland,0,0,0,0,0,0,0
2005 Q3,EU 14,Portugal,0,0,0,0,0,0,0
2005 Q3,America North,Puerto Rico,0,0,0,0,0,0,0
2005 Q3,Middle East,Qatar,1,1,0,0,0,0,0
2005 Q3,Other,Refugee,4,2,2,0,0,0,0
2005 Q3,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0
2005 Q3,EU 2,Romania,136,126,0,0,6,2,2
2005 Q3,Europe Other,Russia,260,210,8,6,14,11,11
2005 Q3,Africa Sub-Saharan,Rwanda,6,3,1,0,2,0,0
2005 Q3,Oceania,Samoa,0,0,0,0,0,0,0
2005 Q3,Europe Other,San Marino,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0
2005 Q3,Middle East,Saudi Arabia,2,2,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Senegal,9,9,0,0,0,0,0
2005 Q3,Europe Other,Serbia,z,z,z,z,z,z,z
2005 Q3,Europe Other,Serbia and Montenegro,137,127,2,0,4,2,2
2005 Q3,Africa Sub-Saharan,Seychelles,4,2,1,0,1,0,0
2005 Q3,Africa Sub-Saharan,Sierra Leone,70,34,2,0,28,4,2
2005 Q3,Asia South East,Singapore,23,17,6,0,0,0,0
2005 Q3,EU 8,Slovakia,0,0,0,0,0,0,0
2005 Q3,EU 8,Slovenia,0,0,0,0,0,0,0
2005 Q3,Oceania,Solomon Islands,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Somalia,702,106,7,0,13,484,92
2005 Q3,Africa Sub-Saharan,South Africa,518,243,146,0,118,0,11
2005 Q3,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2005 Q3,EU 14,Spain,0,0,0,0,0,0,0
2005 Q3,Asia South,Sri Lanka,261,183,23,0,6,38,11
2005 Q3,Other,St. Helena (British),0,0,0,0,0,0,0
2005 Q3,America Central and South,St. Kitts and Nevis,1,1,0,0,0,0,0
2005 Q3,America Central and South,St. Lucia,21,21,0,0,0,0,0
2005 Q3,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z,z,z
2005 Q3,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2005 Q3,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2005 Q3,America Central and South,St. Vincent and the Grenadines,8,8,0,0,0,0,0
2005 Q3,Other,Stateless,5,4,0,0,0,0,1
2005 Q3,Africa North,Sudan,63,34,3,0,0,24,2
2005 Q3,Africa Sub-Saharan,Sudan (South),z,z,z,z,z,z,z
2005 Q3,America Central and South,Surinam,0,0,0,0,0,0,0
2005 Q3,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Swaziland,1,0,1,0,0,0,0
2005 Q3,EU 14,Sweden,0,0,0,0,0,0,0
2005 Q3,Europe Other,Switzerland,0,0,0,0,0,0,0
2005 Q3,Middle East,Syria,27,24,1,0,0,2,0
2005 Q3,Asia East,Taiwan,20,15,5,0,0,0,0
2005 Q3,Asia Central,Tajikistan,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Tanzania,111,47,24,0,34,4,2
2005 Q3,Asia South East,Thailand,458,415,11,2,30,0,0
2005 Q3,Africa Sub-Saharan,Togo,8,4,0,0,0,4,0
2005 Q3,Oceania,Tokelau,0,0,0,0,0,0,0
2005 Q3,Oceania,Tonga,0,0,0,0,0,0,0
2005 Q3,America Central and South,Trinidad and Tobago,47,39,3,0,4,0,1
2005 Q3,Africa North,Tunisia,51,50,0,0,1,0,0
2005 Q3,Europe Other,Turkey,383,289,6,0,13,74,1
2005 Q3,Asia Central,Turkmenistan,4,1,1,0,2,0,0
2005 Q3,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2005 Q3,Oceania,Tuvalu,0,0,0,0,0,0,0
2005 Q3,Africa Sub-Saharan,Uganda,88,19,6,0,15,45,3
2005 Q3,Europe Other,Ukraine,144,138,3,0,3,0,0
2005 Q3,Middle East,United Arab Emirates,0,0,0,0,0,0,0
2005 Q3,America North,United States,861,647,139,0,73,0,2
2005 Q3,America Central and South,Uruguay,2,2,0,0,0,0,0
2005 Q3,Asia Central,Uzbekistan,20,16,1,0,3,0,0
2005 Q3,Oceania,Vanuatu,0,0,0,0,0,0,0
2005 Q3,Europe Other,Vatican City,0,0,0,0,0,0,0
2005 Q3,America Central and South,Venezuela,14,12,2,0,0,0,0
2005 Q3,Asia South East,Vietnam,45,39,1,0,5,0,0
2005 Q3,Other,Virgin Islands (British),0,0,0,0,0,0,0
2005 Q3,America North,Virgin Islands (US),0,0,0,0,0,0,0
2005 Q3,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2005 Q3,Africa North,Western Sahara,0,0,0,0,0,0,0
2005 Q3,Middle East,Yemen,103,59,2,0,40,0,2
2005 Q3,Africa Sub-Saharan,Zambia,54,14,8,0,26,0,6
2005 Q3,Africa Sub-Saharan,Zimbabwe,337,47,25,0,61,201,3
2005 Q4,*Total,*Total,"15,520","10,930",788,29,"1,012","1,572","1,189"
2005 Q4,Africa North,*Total Africa North,513,456,7,0,6,42,2
2005 Q4,Africa Sub-Saharan,*Total Africa Sub-Saharan,"3,077","1,336",225,1,367,971,177
2005 Q4,America North,*Total America North,870,655,151,0,54,1,9
2005 Q4,America Central and South,*Total America Central and South,665,556,37,10,42,9,11
2005 Q4,Asia Central,*Total Asia Central,363,170,6,0,23,150,14
2005 Q4,Asia East,*Total Asia East,506,365,51,0,70,14,6
2005 Q4,Asia South,*Total Asia South,"5,431","4,158",80,4,150,105,934
2005 Q4,Asia South East,*Total Asia South East,"1,228","1,025",37,4,138,17,7
2005 Q4,EU 14,*Total EU 14,1,0,1,0,0,0,0
2005 Q4,EU 2,*Total EU 2,151,141,3,0,3,0,4
2005 Q4,EU 8,*Total EU 8,0,0,0,0,0,0,0
2005 Q4,EU Other,*Total EU Other,28,26,2,0,0,0,0
2005 Q4,Europe Other,*Total Europe Other,"1,513","1,309",30,9,34,124,7
2005 Q4,Middle East,*Total Middle East,685,435,36,0,73,131,10
2005 Q4,Oceania,*Total Oceania,455,282,120,0,47,0,6
2005 Q4,Other,*Total Other,34,16,2,1,5,8,2
